journal             human               resources           12
aed                 can                 translated          1
aed                 can                 written             1
aed                 depending           assumed             1
aed                 depends             growth              1
aed                 depends             program             1
aed                 each                scenario            1
aed                 eg                  ep                  1
aed                 endogenous          variable            1
aed                 f                   t                   1
aed                 following           function            1
aed                 function            aed                 1
aed                 given               partial             1
aed                 grows               more                1
aed                 has                 required            1
aed                 impact              sufficiently        1
aed                 increases           becomes             1
aed                 l                   epo                 1
aed                 l                   m                   1
aed                 large               comparison          1
aed                 leads               fewer               1
aed                 nep                 nep                 1
aed                 notice              equation            1
aed                 one                 can                 1
aed                 one                 could               1
aed                 relatively          high                1
aed                 resulting           projec              1
aed                 series              already             1
aed                 significantly       negative            1
aed                 t                   used                1
aed                 using               equation            1
aed                 we                  experienced         1
aed                 which               sum                 1
aedo                aed                 one                 1
after               adjusting           changes             1
after               adjustment          cyclical            1
after               earnings            deficit             1
after               unearned            income              1
again               results             very                1
against             poverty             review              1
against             time                t                   1
aged                female              headed              1
aged                headed              house               1
aged                house               holds               1
aged                member              used                1
aged                single              parent              1
aggregate           deficit             rises               1
agnello             charles             r                   1
aid                 aed                 t                   1
aid                 can                 translated          1
aid                 incidence           posttransfer        1
aid                 log                 median              1
aid                 making              assumptions         1
aid                 median              income              1
aitchison           j                   c                   1
al                  aed                 aed                 1
al                  can                 rewritten           1
al                  regressions         part                1
all                 dollar              figures             1
all                 dollars             going               1
all                 earnings            poor                1
all                 factors             other               1
all                 households          earnings            1
all                 increases           focused             1
all                 m                   exp                 1
all                 nonreces            sionary             1
all                 public              assistance          1
all                 unemployment        assumed             1
all                 unemployment        rates               1
all                 values              y                   1
all                 variables           measured            1
allen               r                   uhalde              1
allnc               a2lns               e                   1
allow               new                 programs            1
allow               readers             pick                1
allowing            only                population          1
allows              explicit            assumptions         1
allows              units               free                1
allows              us                  see                 1
already             reflects            effect              1
already             reflects            labor               1
also                estimated           using               1
also                extent              earnings            1
also                grew                over                1
also                know                proportion          1
also                projected           remain              1
also                remain              constant            1
also                sensitive           demographic         1
also                tried               equation            1
also                yield               observed            1
alter               relationship        between             1
altering            gap                 filling             1
altering            labor               markets             1
alternative         assumptions         shifting            1
alternative         definitions         income              1
alternative         method              taking              1
alternative         methods             projecting          1
alternative         population          projections         1
alternative         poverty             definitions         1
alternative         poverty             measures            1
alternative         would               make                1
american            enterprise          institute           1
american            families            quarterly           1
among               american            families            1
among               demographic         groups              1
among               studies             see                 1
amount              spent               cash                1
amount              transfer            growth              1
amount              transfers           t                   1
amounts             gap                 filling             1
analogous           aggregate           income              1
analysis            introduction        transfers           1
anderson            trickle             down                1
annual              increase            real                1
anonymous           referees            offered             1
another             reason              cautious            1
antipoverty         effectiveness       kind                1
any                 future              year                1
any                 systematic          way                 1
anything            over                time                1
ap                  dt                  dt                  1
appendix            aggregate           earnings            1
appendix            shows               measure             1
applicable          all                 households          1
applied             alternative         poverty             1
applied             initial             n                   1
applied             wide                variety             1
applies             results             data                1
appreciable         effect              projections         1
approaches          one                 asymptotically      1
approximated        lower               tail                1
ar                  inserted            equation            1
ar                  might               also                1
argued              convincingly        log                 1
argued              source              trend               1
artificial          reduction           official            1
assistance          female              headship            1
assistance          programs            table               1
assistance          programs            technical           1
assistant           professor           economics           1
assistant           secre               tary                1
assume              earnings            were                1
assume              either              earnings            1
assume              over                estimation          1
assume              total               amount              1
assume              underlying          forces              1
assume              unemployment        rate                1
assume              unemployment        rates               1
assumed             increase            aggregate           1
assumed             level               y                   1
assumed             maintain            trends              1
assumed             relationship        translate           1
assumed             study               equations           1
assumed             values              y                   1
assumed             volun               tary                1
assumes             society             willing             1
assumes             total               amount              1
assumes             transfers           grow                1
assump              tion                which               1
assumption          incidence           projected           1
assumptions         about               who                 1
assumptions         e                   g                   1
assumptions         first               scenario            1
assumptions         four                different           1
assumptions         often               unstated            1
assumptions         range               estimates           1
assumptions         section             iv                  1
assumptions         shifting            function            1
assumptions         size                labor               1
assumptions         somewhat            lower               1
asymptotically      large               t                   1
attained            through             set                 1
attempts            forecast            poverty             1
attribute           only                one                 1
austerity           given               show                1
author              assistant           professor           1
author              wishes              acknowledge         1
average             earnings            deficit             1
average             earnings            gap                 1
average             earnings            given               1
averge              gap                 full                1
ax                  dx                  dt                  1
b                   lnu                 b2t                 1
back                increasing          number              1
backs               see                 u                   1
backwash            may                 experience          1
backwash            thesis              thesis              1
base                line                estimates           1
base                would               inappropriate       1
based               current             census              1
based               observed            p                   1
based               relationship        single              1
based               some                rather              1
basic               concepts            data                1
basic               pattern             holds               1
basis               expected            economic            1
basis               increased           transfers           1
basis               similar             reduced             1
basis               simple              reduced             1
basket              goods               declined            1
because             increased           trans               1
becomes             increasingly        difficult           1
been                less                under               1
been                partially           filled              1
been                projected           basis               1
been                reducing            poverty             1
before              expansion           transfers           1
behavior            earnings            poverty             1
being               discussion          paper               1
believe             cash                transfers           1
believe             program             changes             1
below               earnings            below               1
below               known               critical            1
below               l                   equation            1
below               poverty             epo                 1
below               poverty             level               1
below               those               assumed             1
below               total               incomes             1
benefit             little              from                1
benefit             reduction           rates               1
benefits            however             transfer            1
best                theoretical         underpinnings       1
better              capture             cyclical            1
better              targeted            low                 1
between             cash                kind                1
between             earned              income              1
between             earned              unearned            1
between             economic            growth              1
between             labor               market              1
between             log                 median              1
between             wharton             model               1
bifurcation         earnings            poor                1
billion             result              growing             1
billion             since               kind                1
bo                  b                   lnu                 1
both                contributing        reduction           1
both                explicit            policy              1
both                measures            transfers           1
both                seem                unlikely            1
both                values              y                   1
both                y                   values              1
bottom              distribution        earnings            1
bound               we                  can                 1
bowdoin             college             author              1
bradbury            et                  al                  1
bradbury            sheldon             danziger            1
brought             down                prerecessionary     1
brown               lognormal           distribution        1
browning            redistribution      welfare             1
budget              office              poverty             1
budget              office              see                 1
burden              off                 increased           1
butes               poverty             reduction           1
buy                 poverty             market              1
c                   brown               lognormal           1
c                   lnf                 c2lna               1
c                   percent             alternative         1
c                   unemployment        secular             1
c2lna               ci3nu               c4t                 1
cain                harold              w                   1
cain                harold              watts               1
cal                 considerations      likely              1
calculate           aid                 incidence           1
calculate           implied             incidence           1
calculate           posttransfer        poverty             1
calculated          any                 future              1
calculated          from                table               1
calculated          separately          earnings            1
calculating         cr                  which               1
call                estimates           based               1
cambridge           university          press               1
can                 applied             wide                1
can                 attribute           only                1
can                 calculate           implied             1
can                 calculated          any                 1
can                 calculated          from                1
can                 continue            increase            1
can                 defined             t                   1
can                 done                reduce              1
can                 expressed           terms               1
can                 incorporated        equation            1
can                 never               exceed              1
can                 now                 solve               1
can                 obtained            from                1
can                 reduced             even                1
can                 seen                most                1
can                 t                   exceed              1
can                 use                 his                 1
can                 used                project             1
can                 written             solely              1
cancel              out                 giving              1
capita              constant            allows              1
capita              constant            society             1
capita              incomes             scenario            1
capita              period              during              1
capita              time                during              1
capita              transfers           constant            1
capture             cyclical            pattern             1
captures            changes             spread              1
caseloads           major               income              1
cash                income              hence               1
cash                kind                cash                1
cash                payments            under               1
cash                plus                kind                1
cash                programs            would               1
cash                transfer            programs            1
cash                transfers           assumed             1
cash                transfers           cash                1
cash                transfers           discussion          1
cash                transfers           during              1
cash                transfers           gives               1
cash                transfers           grow                1
cash                transfers           implicitly          1
cash                transfers           include             1
cash                transfers           transfers           1
cash                transfers           would               1
cashed              out                 poverty             1
cashed              out                 transfers           1
cashing             out                 kind                1
casting             period              since               1
caused              measurement         changes             1
causing             secular             changes             1
caution             about               results             1
cautious            extrapolating       past                1
ceiling             growth              rate                1
census              definition          income              1
census              projections         found               1
census              s                   projection          1
cent                per                 year                1
cent                reduction           earnings            1
cents               finally             we                  1
cents               response            dollar              1
cents               thus                reducing            1
change              aed                 we                  1
change              gap                 filling             1
change              government          transfers           1
change              makeup              earnings            1
change              same                rate                1
change              structure           labor               1
change              substan             tially              1
change              very                little              1
changes             altering            gap                 1
changes             coefficients        demographic         1
changes             continue            one                 1
changes             cyclical            conditions          1
changes             earnings            poverty             1
changes             independent         variables           1
changes             other               factors             1
changes             proportion          households          1
changes             reduce              growth              1
changes             spread              lower               1
changes             trans               fer                 1
changes             transfer            growth              1
changes             transfers           forecasts           1
changes             transfers           paper               1
changes             transfers           since               1
changes             two                 parameters          1
changing            transfer            policy              1
characteristics     population          below               1
charles             r                   link                1
chicago             rand                mcnally             1
choice              assumptions         range               1
chosen              introduce           possible            1
circumstances       e                   g                   1
classes             labor               supply              1
clear               growth              would               1
clear               unless              some                1
clearly             considering         total               1
clearly             have                strong              1
co                  c                   lnf                 1
cobb                william             hogan               1
coefficient         combines            impact              1
coefficient         epo                 equation            1
coefficient         t                   aed                 1
coefficient         t                   gives               1
coefficient         unemployment        th                  1
coefficients        demographic         variables           1
coefficients        e                   g                   1
coefficientts       seem                ignore              1
cohort              therefore           pecularity          1
college             author              wishes              1
combines            impact              secular             1
come                from                increases           1
come                mind                obviously           1
comments            manuscript          received            1
commerce            projection          number              1
common              estimation          period              1
commonly            used                summary             1
comparability       common              estimation          1
comparing           first               five                1
comparison          effort              measured            1
comparisons         alternative         methods             1
comparisons         similar             stages              1
complicated         feedbacks           e                   1
complicated         wide                variety             1
composition         welfare             expenditures        1
compromise          between             wharton             1
concept             gap                 filling             1
concept             projecting          published           1
concepts            data                section             1
concepts            measures            table               1
conceptual          issues              data                1
conclusions         given               projections         1
concomitant         increase            transfers           1
conditions          changing            transfer            1
conditions          trickle             down                1
conference          overview            conceptual          1
confirm             view                growth              1
confirmed           nls                 older               1
congres             sional              budget              1
conn                jai                 press               1
consensus           moment              about               1
consider            most                plausible           1
considerable        drop                poverty             1
considerations      likely              place               1
considered          most                plausible           1
considering         total               derivate            1
consistent          two                 known               1
constant            aggregate           earnings            1
constant            allows              us                  1
constant            ep                  projected           1
constant            i                   regress             1
constant            implicit            standard            1
constant            incidence           earnings            1
constant            might               considered          1
constant            note                movement            1
constant            society             would               1
constant            third               cash                1
constant            unemploy            ment                1
continue            change              same                1
continue            grow                previous            1
continue            increase            transfers           1
continue            increased           earnings            1
continue            offset              changes             1
continue            offset              low                 1
continue            one                 forces              1
continue            past                rates               1
continue            same                rate                1
continued           past                trend               1
continuous          univariable         distributions       1
contri              butes               poverty             1
contribute          decrease            earnings            1
contribute          substantially       further             1
contributing        reduction           ep                  1
controversy         i                   have                1
convenience         m                   can                 1
convincingly        log                 linear              1
core                pockets             future              1
correlated          refinement          has                 1
cost                net                 redistributive      1
cost                real                transfers           1
costs               caseloads           major               1
could               applied             alternative         1
could               easily              inserted            1
could               easily              simulate            1
could               equally             well                1
could               lead                substantial         1
could               limit               ability             1
could               therefore           fairly              1
could               try                 decrease            1
count               kind                transfers           1
counting            dollars             once                1
counts              all                 dollars             1
counts              same                methodology         1
cover               zero                earnings            1
cr                  future              values              1
cr                  obtain              ep                  1
cr                  which               based               1
criteria            accommodate         substantial         1
critical            value               poverty             1
crucial             specifying          y                   1
crv                 exp                 l                   1
current             cash                programs            1
current             census              definition          1
current             population          survey              1
cut                 absolute            poverty             1
cut                 poverty             rates               1
cyclical            conditions          trickle             1
cyclical            demographic         changes             1
cyclical            pattern             however             1
cyclical            variable            c                   1
cyclical            variation           throughout          1
daed                dt                  aaed                1
daed                dt                  where               1
danziger            conference          overview            1
danziger            eugene              smolensky           1
danziger            robert              plotnick            1
danziger            s                   help                1
data                from                retabulation        1
data                from                yearly              1
data                george              cobb                1
data                issues              policy              1
data                section             i                   1
data                section             ii                  1
data                used                paper               1
data                zero                earners             1
days                fiscal              austerity           1
decade              new                 york                1
decade              period              substantial         1
decisions           programmatic        problems            1
decline             posttransfer        poverty             1
decline             poverty             during              1
declined            dramatically        those               1
declined            rapidly             during              1
declines            posttransfer        poverty             1
decrease            both                contributing        1
decrease            earnings            poverty             1
decrease            posttransfer        poverty             1
decrease            poverty             directly            1
decreased           whether             recipient           1
decreases           posttransfer        poverty             1
decreasing          unemployment        rates               1
deduced             from                two                 1
deficit             aed                 which               1
deficit             aid                 making              1
